invoice_id,customer_id,invoice_date,due_date,amount,segment,payment_terms_days,prior_late_rate,prior_avg_delay_days,dispute_flag,days_since_last_payment,macro_pressure,late_30
INV0005608,C01673,2025-08-31,2025-09-30,36884.96,SMB,30,0.2489,11.74,0,12.3,1.0,0
INV0006203,C00124,2025-08-31,2025-10-15,2789.3,SMB,45,0.1602,5.65,0,20.4,1.0,0
INV0011308,C00416,2025-08-31,2025-10-30,10592.75,SMB,60,0.373,12.14,0,41.1,1.0,0
INV0011482,C00694,2025-08-31,2025-09-15,1651.39,Mid-market,15,0.2127,5.08,0,15.7,1.0,0
INV0011640,C00382,2025-08-31,2025-10-30,30445.53,Mid-market,60,0.113,12.34,0,31.9,1.0,0
INV0011769,C01669,2025-08-31,2025-09-30,553.04,SMB,30,0.4616,24.21,0,28.6,1.0,1
INV0012699,C00178,2025-08-31,2025-09-30,2727.37,SMB,30,0.0233,0.0,0,11.6,1.0,0
INV0012723,C00701,2025-08-31,2025-09-30,836.09,SMB,30,0.2482,6.88,0,27.7,1.0,1
INV0013187,C01446,2025-08-31,2025-09-30,21750.52,Enterprise,30,0.2635,17.46,0,26.5,1.0,0
INV0013801,C02341,2025-08-31,2025-09-30,584.39,SMB,30,0.0679,3.6,0,35.8,1.0,1
INV0014212,C00437,2025-08-31,2025-10-15,836.67,SMB,45,0.2088,7.27,0,28.2,1.0,0
INV0014345,C00882,2025-08-31,2025-10-15,12972.56,Enterprise,45,0.2321,17.25,0,23.0,1.0,0
INV0015205,C02414,2025-08-31,2025-10-15,3820.8,SMB,45,0.1423,1.88,0,19.7,1.0,0
INV0015215,C01149,2025-08-31,2025-09-30,1309.99,SMB,30,0.2868,11.25,0,31.3,1.0,0
INV0015233,C00337,2025-08-31,2025-10-15,2526.74,SMB,45,0.1448,6.7,0,16.4,1.0,1
INV0015493,C01556,2025-08-31,2025-09-30,4324.94,SMB,30,0.271,13.88,0,14.6,1.0,1
INV0015809,C01745,2025-08-31,2025-10-15,10194.2,Enterprise,45,0.0496,15.93,0,8.0,1.0,0
INV0016136,C01509,2025-08-31,2025-10-15,3643.91,Enterprise,45,0.2184,17.73,0,22.2,1.0,1
INV0016601,C00036,2025-08-31,2025-09-30,2558.66,SMB,30,0.1673,0.0,0,15.2,1.0,0
INV0019762,C00410,2025-08-31,2025-09-30,789.25,SMB,30,0.3104,16.44,0,28.3,1.0,0
INV0000903,C01451,2025-09-01,2025-10-01,1652.91,SMB,30,0.1731,0.0,0,23.4,1.0,1
INV0001694,C00732,2025-09-01,2025-10-01,1719.39,SMB,30,0.5307,20.92,0,26.1,1.0,1
INV0002155,C01527,2025-09-01,2025-10-01,2162.82,Mid-market,30,0.3744,19.05,0,37.4,1.0,0
INV0002518,C02469,2025-09-01,2025-10-01,738.95,SMB,30,0.3312,10.32,0,51.5,1.0,0
INV0003045,C00848,2025-09-01,2025-10-01,282.47,SMB,30,0.0368,0.0,1,13.9,1.0,1
INV0004516,C02170,2025-09-01,2025-09-16,1852.1,Enterprise,15,0.5416,17.3,0,22.9,1.0,0
INV0004524,C00562,2025-09-01,2025-10-31,3057.43,SMB,60,0.1974,21.2,0,26.4,1.0,0
INV0005102,C00721,2025-09-01,2025-10-01,2022.32,SMB,30,0.13,12.31,0,14.7,1.0,0
INV0006847,C00438,2025-09-01,2025-10-01,3047.18,Mid-market,30,0.1572,5.48,0,9.8,1.0,1
INV0012405,C01320,2025-09-01,2025-10-01,9684.5,SMB,30,0.3999,15.75,0,36.6,1.0,0
INV0012521,C00233,2025-09-01,2025-10-01,700.02,SMB,30,0.2292,10.16,0,15.7,1.0,0
INV0012635,C00573,2025-09-01,2025-10-01,5336.81,SMB,30,0.0769,17.34,0,25.2,1.0,0
INV0014396,C02262,2025-09-01,2025-09-16,198.36,SMB,15,0.5559,29.88,0,47.5,1.0,0
INV0014853,C01652,2025-09-01,2025-10-01,1404.36,SMB,30,0.002,2.88,0,20.9,1.0,0
INV0014882,C00440,2025-09-01,2025-10-16,8101.83,SMB,45,0.2658,9.01,0,11.0,1.0,1
INV0015104,C00089,2025-09-01,2025-10-01,3095.18,SMB,30,0.3056,8.83,0,36.4,1.0,0
INV0015452,C00922,2025-09-01,2025-10-16,8756.22,Mid-market,45,0.1598,4.1,0,33.7,1.0,0
INV0016714,C01076,2025-09-01,2025-10-01,2212.27,Mid-market,30,0.0298,7.29,0,24.0,1.0,0
INV0016744,C01510,2025-09-01,2025-10-16,1280.04,Enterprise,45,0.451,22.91,0,30.1,1.0,0
INV0017440,C01376,2025-09-01,2025-10-01,1224.33,Mid-market,30,0.0908,6.2,0,24.0,1.0,0
INV0019028,C00224,2025-09-01,2025-10-16,1031.9,Mid-market,45,0.1456,3.14,0,39.2,1.0,0
INV0019257,C01848,2025-09-01,2025-10-16,2269.58,SMB,45,0.2167,6.89,0,35.5,1.0,0
INV0019579,C00779,2025-09-01,2025-09-16,100.0,SMB,15,0.2592,16.62,0,14.8,1.0,1
INV0001544,C00577,2025-09-02,2025-10-02,1752.15,SMB,30,0.1784,10.92,0,24.5,1.0,1
INV0002014,C02041,2025-09-02,2025-10-02,2760.28,SMB,30,0.1738,0.0,0,18.5,1.0,0
INV0002206,C02042,2025-09-02,2025-10-17,967.32,SMB,45,0.3202,20.64,0,36.7,1.0,0
INV0003800,C00648,2025-09-02,2025-11-01,6483.31,SMB,60,0.1354,4.76,0,14.2,1.0,1
INV0004219,C01745,2025-09-02,2025-10-02,10948.64,Enterprise,30,0.0737,5.18,0,27.4,1.0,0
INV0005390,C00473,2025-09-02,2025-10-02,3797.42,Mid-market,30,0.0,0.0,0,18.7,1.0,0
INV0005654,C00765,2025-09-02,2025-10-02,3339.89,Mid-market,30,0.47,24.76,0,39.1,1.0,1
INV0005788,C00600,2025-09-02,2025-10-02,2185.76,Enterprise,30,0.4255,24.87,0,16.7,1.0,1
INV0006088,C02394,2025-09-02,2025-10-17,537.29,SMB,45,0.2706,6.46,0,35.2,1.0,0
INV0007584,C01964,2025-09-02,2025-10-17,728.22,SMB,45,0.2518,19.19,0,16.0,1.0,1
INV0008517,C00311,2025-09-02,2025-09-17,12249.66,SMB,15,0.521,25.52,0,77.6,1.0,0
INV0009103,C00531,2025-09-02,2025-11-01,15181.61,Mid-market,60,0.1925,17.66,0,21.6,1.0,0
INV0009160,C00301,2025-09-02,2025-10-02,1598.02,SMB,30,0.0,6.88,0,40.8,1.0,0
INV0009686,C01549,2025-09-02,2025-10-02,22214.15,SMB,30,0.2692,9.47,0,29.6,1.0,0
INV0010133,C01298,2025-09-02,2025-10-02,2669.73,Mid-market,30,0.1246,5.89,0,11.3,1.0,0
INV0010398,C02489,2025-09-02,2025-10-02,768.21,SMB,30,0.2728,16.04,0,18.3,1.0,1
INV0010901,C01675,2025-09-02,2025-10-17,1041.81,SMB,45,0.4338,16.68,0,29.1,1.0,1
INV0011135,C02437,2025-09-02,2025-10-02,830.11,SMB,30,0.1962,9.72,0,24.0,1.0,1
INV0012050,C01440,2025-09-02,2025-10-17,2893.41,SMB,45,0.0952,8.36,0,22.7,1.0,0
INV0013008,C01123,2025-09-02,2025-09-17,6572.36,Mid-market,15,0.6234,23.93,0,36.2,1.0,1
INV0014759,C01841,2025-09-02,2025-10-02,13780.02,Enterprise,30,0.017,7.68,0,31.5,1.0,0
INV0018982,C01071,2025-09-02,2025-09-17,2815.39,SMB,15,0.6038,28.69,1,28.9,1.0,1
INV0001362,C02343,2025-09-03,2025-10-03,1743.56,SMB,30,0.0554,0.0,0,7.3,1.0,1
INV0001928,C01953,2025-09-03,2025-10-03,3389.63,SMB,30,0.4619,22.35,0,48.7,1.0,0
INV0004255,C02114,2025-09-03,2025-10-18,4688.45,SMB,45,0.3199,2.37,0,26.7,1.0,0
INV0005674,C02499,2025-09-03,2025-10-18,9351.02,Mid-market,45,0.2653,10.12,0,21.8,1.0,0
INV0006644,C00367,2025-09-03,2025-11-02,4987.37,SMB,60,0.2823,13.88,0,8.9,1.0,0
INV0007647,C01263,2025-09-03,2025-10-18,8272.59,SMB,45,0.3285,17.28,0,28.4,1.0,0
INV0008154,C01176,2025-09-03,2025-11-02,274.98,Mid-market,60,0.1528,7.78,0,13.6,1.0,0
INV0010281,C01571,2025-09-03,2025-10-18,1859.99,SMB,45,0.1652,0.0,0,15.1,1.0,0
INV0010430,C01133,2025-09-03,2025-10-18,3398.64,SMB,45,0.0477,0.73,0,12.8,1.0,1
INV0010812,C01508,2025-09-03,2025-10-03,15150.47,Mid-market,30,0.7147,35.53,0,29.6,1.0,1
INV0011564,C01634,2025-09-03,2025-11-02,7253.91,Enterprise,60,0.1794,9.93,0,8.1,1.0,1
INV0012477,C01396,2025-09-03,2025-09-18,15646.55,Mid-market,15,0.1539,17.38,0,43.0,1.0,0
INV0012958,C00710,2025-09-03,2025-10-03,821.53,SMB,30,0.2208,0.0,0,13.6,1.0,1
INV0014711,C00836,2025-09-03,2025-10-03,1573.1,SMB,30,0.0,7.66,0,24.7,1.0,0
INV0014956,C00484,2025-09-03,2025-09-18,450.61,Mid-market,15,0.4916,17.63,0,34.4,1.0,0
INV0015296,C01379,2025-09-03,2025-10-03,6708.46,Mid-market,30,0.2959,12.51,0,49.6,1.0,1
INV0018699,C00576,2025-09-03,2025-09-18,1146.48,Mid-market,15,0.076,4.2,0,8.6,1.0,1
INV0018849,C01696,2025-09-03,2025-10-03,498.84,SMB,30,0.378,9.7,0,21.7,1.0,0
INV0019747,C02045,2025-09-03,2025-10-03,1001.25,SMB,30,0.1467,5.29,0,17.2,1.0,1
INV0000036,C02482,2025-09-04,2025-10-04,478.76,Mid-market,30,0.1821,0.0,0,11.4,1.0,0
INV0000924,C00106,2025-09-04,2025-10-04,16177.66,Enterprise,30,0.2845,19.02,0,47.3,1.0,0
INV0001159,C02119,2025-09-04,2025-11-03,1794.17,Mid-market,60,0.1539,6.04,0,24.9,1.0,0
INV0007036,C01829,2025-09-04,2025-10-04,1506.89,Mid-market,30,0.2433,17.85,1,18.9,1.0,1
INV0007813,C00279,2025-09-04,2025-10-04,1005.45,SMB,30,0.1022,8.01,0,14.6,1.0,0
INV0008437,C01454,2025-09-04,2025-10-04,2256.62,Enterprise,30,0.3214,19.23,0,23.7,1.0,0
INV0010223,C02317,2025-09-04,2025-10-04,1262.43,SMB,30,0.4567,11.19,0,30.3,1.0,0
INV0010630,C01850,2025-09-04,2025-10-19,10039.43,Mid-market,45,0.0232,0.0,0,24.3,1.0,0
INV0011600,C02479,2025-09-04,2025-10-19,5290.95,Enterprise,45,0.4321,22.21,0,23.6,1.0,0
INV0012197,C01948,2025-09-04,2025-10-04,1561.37,SMB,30,0.3234,22.64,0,13.3,1.0,0
INV0012581,C01442,2025-09-04,2025-10-04,6849.42,SMB,30,0.342,15.99,0,23.5,1.0,0
INV0013168,C00983,2025-09-04,2025-10-04,5301.01,SMB,30,0.1241,4.21,0,34.6,1.0,0
INV0016022,C01497,2025-09-04,2025-10-19,13442.2,Mid-market,45,0.0834,0.0,0,12.9,1.0,0
INV0016108,C01002,2025-09-04,2025-10-19,7696.01,Enterprise,45,0.1798,1.97,0,23.2,1.0,0
INV0016273,C00239,2025-09-04,2025-11-03,3780.36,SMB,60,0.0944,1.67,0,8.0,1.0,0
INV0016512,C01750,2025-09-04,2025-10-04,3002.08,SMB,30,0.1965,12.64,0,26.0,1.0,0
INV0016854,C01333,2025-09-04,2025-10-04,10697.19,Enterprise,30,0.3164,9.22,0,27.2,1.0,0
INV0016880,C00212,2025-09-04,2025-11-03,471.91,Mid-market,60,0.3322,16.41,0,25.7,1.0,0
INV0018019,C00155,2025-09-04,2025-10-04,1846.61,Mid-market,30,0.1093,0.0,0,3.2,1.0,0
INV0019541,C01734,2025-09-04,2025-10-04,4249.81,SMB,30,0.4354,10.83,0,41.7,1.0,1
INV0003085,C01057,2025-09-05,2025-10-05,1411.67,SMB,30,0.065,11.75,0,5.3,1.0,0
INV0003163,C02215,2025-09-05,2025-10-05,3833.68,SMB,30,0.1101,3.15,0,35.7,1.0,0
INV0003309,C02306,2025-09-05,2025-09-20,886.2,SMB,15,0.379,21.16,0,104.7,1.0,1
INV0003877,C00498,2025-09-05,2025-11-04,3383.52,SMB,60,0.1256,0.0,0,20.8,1.0,1
INV0006795,C00352,2025-09-05,2025-10-20,2906.0,SMB,45,0.0179,8.44,0,12.2,1.0,0
INV0007784,C02198,2025-09-05,2025-10-05,1637.9,SMB,30,0.1434,15.33,1,11.9,1.0,0
INV0010737,C02414,2025-09-05,2025-09-20,1476.84,SMB,15,0.0893,0.0,0,12.4,1.0,0
INV0010881,C02088,2025-09-05,2025-10-05,1151.32,Mid-market,30,0.0,3.06,0,25.9,1.0,1
INV0011084,C02445,2025-09-05,2025-10-05,974.36,Mid-market,30,0.0899,5.81,0,34.3,1.0,0
INV0011585,C00790,2025-09-05,2025-09-20,13533.95,Mid-market,15,0.3444,23.12,0,72.4,1.0,1
INV0011700,C00854,2025-09-05,2025-10-05,152.27,SMB,30,0.2155,11.28,0,69.5,1.0,0
INV0012786,C00341,2025-09-05,2025-10-05,1018.36,SMB,30,0.1533,13.01,0,46.6,1.0,1
INV0015206,C00629,2025-09-05,2025-10-05,3794.75,SMB,30,0.3682,16.04,0,24.1,1.0,1
INV0015456,C02091,2025-09-05,2025-10-05,709.63,Mid-market,30,0.0337,7.29,0,29.3,1.0,1
INV0016473,C01943,2025-09-05,2025-10-20,5847.01,Mid-market,45,0.3155,23.03,0,25.2,1.0,1
INV0017236,C01198,2025-09-05,2025-10-05,1091.82,SMB,30,0.2803,17.02,0,20.9,1.0,1
INV0018118,C01431,2025-09-05,2025-10-05,427.43,SMB,30,0.019,1.88,0,3.9,1.0,0
INV0000922,C02171,2025-09-06,2025-10-21,4440.03,Enterprise,45,0.2551,9.53,0,11.8,1.0,1
INV0003182,C01306,2025-09-06,2025-10-21,2780.96,Mid-market,45,0.2637,21.97,0,23.5,1.0,0
INV0003242,C01003,2025-09-06,2025-10-21,5832.06,Mid-market,45,0.0703,2.93,0,40.2,1.0,0
INV0004858,C02072,2025-09-06,2025-10-06,3259.99,SMB,30,0.1603,11.24,0,7.2,1.0,0
INV0006008,C01601,2025-09-06,2025-09-21,532.64,SMB,15,0.4885,15.01,0,25.0,1.0,0
INV0006851,C00135,2025-09-06,2025-10-06,7381.72,Mid-market,30,0.0,8.78,0,25.2,1.0,0
INV0007814,C00637,2025-09-06,2025-10-21,2295.33,SMB,45,0.1124,0.0,0,7.1,1.0,1
INV0009180,C02260,2025-09-06,2025-10-21,2685.41,SMB,45,0.0822,13.49,1,34.6,1.0,0
INV0009663,C02363,2025-09-06,2025-10-06,2184.78,SMB,30,0.0248,2.13,0,15.2,1.0,0
INV0009844,C01177,2025-09-06,2025-10-06,2468.45,Enterprise,30,0.0,7.99,0,26.4,1.0,0
INV0010046,C00490,2025-09-06,2025-11-05,29741.6,SMB,60,0.3104,8.94,0,27.1,1.0,0
INV0011789,C01442,2025-09-06,2025-10-06,1079.59,SMB,30,0.4521,12.79,0,37.3,1.0,0
INV0012088,C01183,2025-09-06,2025-10-06,1861.18,SMB,30,0.3421,7.59,0,15.5,1.0,1
INV0013053,C01483,2025-09-06,2025-10-06,995.6,SMB,30,0.0685,1.95,0,13.9,1.0,0
INV0013175,C00499,2025-09-06,2025-10-21,16241.12,Mid-market,45,0.0913,7.37,0,26.2,1.0,0
INV0014278,C01136,2025-09-06,2025-11-05,2277.51,Mid-market,60,0.4089,15.93,0,35.3,1.0,1
INV0014306,C02292,2025-09-06,2025-10-21,1459.22,SMB,45,0.0703,4.83,0,40.6,1.0,1
INV0015090,C01807,2025-09-06,2025-10-06,7469.33,Enterprise,30,0.2789,17.28,0,33.1,1.0,0
INV0018871,C02318,2025-09-06,2025-10-06,830.84,SMB,30,0.1828,0.0,0,14.6,1.0,0
INV0019934,C00985,2025-09-06,2025-10-21,1153.8,SMB,45,0.1356,2.67,0,13.6,1.0,0
INV0008034,C00030,2025-09-07,2025-10-07,5111.52,SMB,30,0.1314,5.3,0,18.6,1.0,0
INV0009235,C02007,2025-09-07,2025-10-07,31161.12,Mid-market,30,0.2749,7.94,0,44.4,1.0,0
INV0009335,C00827,2025-09-07,2025-10-07,522.46,Mid-market,30,0.3362,15.9,0,24.7,1.0,0
INV0009359,C01025,2025-09-07,2025-10-07,6807.27,Mid-market,30,0.223,3.16,0,8.2,1.0,0
INV0009439,C00064,2025-09-07,2025-11-06,1136.26,Mid-market,60,0.0568,7.36,0,45.0,1.0,0
INV0009993,C02332,2025-09-07,2025-10-22,1935.55,SMB,45,0.2197,11.5,0,29.1,1.0,0
INV0010129,C01711,2025-09-07,2025-09-22,430.15,SMB,15,0.0,0.0,0,13.8,1.0,0
INV0010545,C02173,2025-09-07,2025-10-07,1693.05,Mid-market,30,0.0534,12.78,0,16.0,1.0,0
INV0012842,C02290,2025-09-07,2025-10-22,93196.67,Enterprise,45,0.521,17.28,1,26.1,1.0,1
INV0014658,C00869,2025-09-07,2025-10-07,1882.37,SMB,30,0.3774,18.35,1,35.4,1.0,1
INV0016516,C01259,2025-09-07,2025-10-07,1578.73,SMB,30,0.1663,7.25,0,23.2,1.0,0
INV0017750,C00019,2025-09-07,2025-10-07,643.51,Mid-market,30,0.2791,14.67,0,17.4,1.0,0
INV0018789,C00361,2025-09-07,2025-10-07,28228.85,Enterprise,30,0.3524,23.44,0,47.9,1.0,0
INV0019265,C01438,2025-09-07,2025-10-07,48337.45,Enterprise,30,0.1557,7.02,0,21.6,1.0,0
INV0000439,C01731,2025-09-08,2025-10-08,20053.56,Mid-market,30,0.516,23.67,0,18.1,1.0,1
INV0000945,C00589,2025-09-08,2025-09-23,4653.91,Mid-market,15,0.0903,0.0,0,20.6,1.0,0
INV0001449,C00470,2025-09-08,2025-10-08,33764.14,Mid-market,30,0.4597,17.91,0,19.6,1.0,1
INV0002546,C00931,2025-09-08,2025-10-08,2544.19,Mid-market,30,0.5356,22.09,0,21.8,1.0,0
INV0007080,C00413,2025-09-08,2025-10-23,1452.37,SMB,45,0.3732,21.79,0,50.3,1.0,1
INV0007392,C02094,2025-09-08,2025-11-07,32522.77,Enterprise,60,0.1409,7.14,0,14.3,1.0,0
INV0007653,C00731,2025-09-08,2025-09-23,1808.74,SMB,15,0.5737,31.43,0,21.3,1.0,1
INV0012399,C02425,2025-09-08,2025-11-07,545.53,SMB,60,0.1976,8.72,0,16.9,1.0,0
INV0012690,C00055,2025-09-08,2025-10-08,557.64,SMB,30,0.056,15.35,0,18.3,1.0,0
INV0012784,C02414,2025-09-08,2025-10-23,965.27,SMB,45,0.055,8.82,1,18.3,1.0,0
INV0012803,C01203,2025-09-08,2025-10-23,2035.03,SMB,45,0.4653,17.08,0,31.5,1.0,0
INV0013314,C01387,2025-09-08,2025-11-07,312.76,SMB,60,0.2281,21.97,0,20.9,1.0,0
INV0014864,C00897,2025-09-08,2025-10-23,918.27,SMB,45,0.4493,18.02,0,40.6,1.0,1
INV0017786,C01516,2025-09-08,2025-09-23,948.74,SMB,15,0.1208,4.74,0,25.9,1.0,1
INV0001394,C01733,2025-09-09,2025-10-09,1127.9,SMB,30,0.2278,8.99,0,19.4,1.0,0
INV0001531,C00186,2025-09-09,2025-10-09,188.74,SMB,30,0.3018,15.7,0,31.8,1.0,0
INV0001903,C00631,2025-09-09,2025-10-09,2791.49,SMB,30,0.04,0.51,0,55.3,1.0,0
INV0006082,C00183,2025-09-09,2025-09-24,3928.09,Mid-market,15,0.0,0.0,0,26.7,1.0,0
INV0006204,C01688,2025-09-09,2025-10-09,1388.94,SMB,30,0.1427,5.39,0,21.5,1.0,0
INV0007479,C01984,2025-09-09,2025-11-08,2989.44,Enterprise,60,0.2961,19.48,0,17.0,1.0,0
INV0008877,C00527,2025-09-09,2025-10-09,1920.79,SMB,30,0.342,17.91,0,26.4,1.0,0
INV0009172,C00962,2025-09-09,2025-11-08,4845.77,SMB,60,0.099,0.0,0,11.2,1.0,0
INV0010148,C00480,2025-09-09,2025-10-09,584.86,SMB,30,0.2156,5.64,0,16.1,1.0,0
INV0011601,C01568,2025-09-09,2025-10-09,1094.24,Mid-market,30,0.4398,11.61,0,39.5,1.0,0
INV0011698,C01946,2025-09-09,2025-10-09,1246.0,SMB,30,0.5933,30.03,0,44.3,1.0,1
INV0011744,C00141,2025-09-09,2025-10-24,690.06,SMB,45,0.0794,8.86,0,42.6,1.0,0
INV0015476,C01456,2025-09-09,2025-10-24,2484.77,SMB,45,0.3095,17.98,0,55.7,1.0,0
INV0016533,C00166,2025-09-09,2025-10-09,1708.16,Mid-market,30,0.3084,12.88,0,18.9,1.0,1
INV0017231,C01534,2025-09-09,2025-10-24,8421.67,SMB,45,0.4099,20.2,0,52.8,1.0,1
INV0017330,C00340,2025-09-09,2025-10-09,41619.61,Mid-market,30,0.4093,14.1,0,17.4,1.0,0
INV0017462,C02370,2025-09-09,2025-10-09,7863.91,Enterprise,30,0.1484,12.86,0,18.4,1.0,0
INV0018104,C01480,2025-09-09,2025-11-08,3692.46,Mid-market,60,0.7317,24.22,0,46.8,1.0,1
INV0019086,C00653,2025-09-09,2025-10-09,8334.62,Enterprise,30,0.1767,10.87,0,22.7,1.0,0
INV0000016,C00666,2025-09-10,2025-11-09,1353.55,SMB,60,0.2882,25.2,0,18.4,1.0,1
INV0003534,C00500,2025-09-10,2025-11-09,2950.08,Mid-market,60,0.5469,27.74,0,24.5,1.0,0
INV0004797,C01268,2025-09-10,2025-10-10,11132.23,Enterprise,30,0.4001,27.85,0,35.3,1.0,0
INV0005409,C00557,2025-09-10,2025-10-10,600.72,SMB,30,0.3797,20.15,0,13.8,1.0,1
INV0006270,C01529,2025-09-10,2025-10-10,2805.93,SMB,30,0.3606,21.37,0,50.0,1.0,0
INV0006984,C01293,2025-09-10,2025-10-10,8234.75,SMB,30,0.0118,0.8,0,7.0,1.0,0
INV0008986,C00608,2025-09-10,2025-10-10,7788.54,SMB,30,0.3189,6.85,0,27.5,1.0,0
INV0010561,C00243,2025-09-10,2025-10-10,9182.37,SMB,30,0.2134,13.62,0,62.6,1.0,0
INV0011123,C01390,2025-09-10,2025-09-25,3489.85,Mid-market,15,0.3291,9.63,1,40.2,1.0,0
INV0012907,C00822,2025-09-10,2025-10-10,4204.66,SMB,30,0.153,3.44,0,16.6,1.0,0
INV0013181,C00574,2025-09-10,2025-10-10,4951.5,SMB,30,0.2972,21.64,0,31.1,1.0,0
INV0016098,C01642,2025-09-10,2025-10-10,4808.17,Mid-market,30,0.0311,0.0,0,10.9,1.0,0
INV0016974,C00400,2025-09-10,2025-10-10,1867.97,Mid-market,30,0.5424,17.12,0,44.5,1.0,0
INV0002855,C02236,2025-09-11,2025-10-26,3608.31,Mid-market,45,0.0717,5.09,0,57.2,1.0,0
INV0003730,C02027,2025-09-11,2025-10-11,2561.0,SMB,30,0.1741,9.87,1,23.6,1.0,0
INV0004842,C02389,2025-09-11,2025-10-11,1392.78,SMB,30,0.2457,15.87,0,33.9,1.0,0
INV0006314,C00703,2025-09-11,2025-10-11,11177.61,Mid-market,30,0.0622,0.0,0,12.9,1.0,0
INV0007362,C00186,2025-09-11,2025-10-11,9155.3,SMB,30,0.0289,7.51,0,20.2,1.0,0
INV0012002,C00183,2025-09-11,2025-09-26,4364.55,Mid-market,15,0.0301,8.36,0,13.7,1.0,0
INV0014197,C02144,2025-09-11,2025-10-26,985.23,SMB,45,0.1552,8.71,0,37.4,1.0,1
INV0014387,C02169,2025-09-11,2025-10-11,275.23,SMB,30,0.1883,15.7,0,26.7,1.0,0
INV0016905,C01905,2025-09-11,2025-10-11,3786.12,SMB,30,0.2975,18.62,0,16.8,1.0,1
INV0017087,C00813,2025-09-11,2025-10-26,2284.1,SMB,45,0.5524,19.2,0,65.0,1.0,1
INV0017425,C02499,2025-09-11,2025-11-10,3117.55,Mid-market,60,0.3228,16.7,0,23.3,1.0,0
INV0017984,C00935,2025-09-11,2025-10-26,761.83,Mid-market,45,0.4028,29.43,0,27.5,1.0,1
INV0000344,C01090,2025-09-12,2025-10-27,1117.02,SMB,45,0.503,25.0,0,45.3,1.0,1
INV0002263,C00861,2025-09-12,2025-10-12,19772.24,Mid-market,30,0.303,23.31,0,33.1,1.0,0
INV0003083,C02469,2025-09-12,2025-10-12,4340.75,SMB,30,0.3773,16.28,0,56.7,1.0,1
INV0003188,C01571,2025-09-12,2025-10-12,16973.17,SMB,30,0.1153,0.0,0,15.9,1.0,0
INV0004030,C02111,2025-09-12,2025-10-12,2443.66,SMB,30,0.2081,9.12,0,3.1,1.0,0
INV0004698,C02184,2025-09-12,2025-11-11,655.26,Mid-market,60,0.1189,13.72,0,8.4,1.0,0
INV0005552,C01547,2025-09-12,2025-10-12,4367.55,SMB,30,0.1315,0.0,0,38.7,1.0,1
INV0008007,C00371,2025-09-12,2025-11-11,706.8,SMB,60,0.4094,15.55,0,49.8,1.0,1
INV0008116,C02318,2025-09-12,2025-11-11,4175.83,SMB,60,0.1786,5.46,0,17.2,1.0,1
INV0008748,C02226,2025-09-12,2025-10-12,746.99,SMB,30,0.2865,12.86,0,15.5,1.0,0
INV0009851,C00048,2025-09-12,2025-10-27,100.0,SMB,45,0.0,3.37,0,15.8,1.0,0
INV0010446,C01758,2025-09-12,2025-10-12,1177.38,SMB,30,0.5226,17.32,0,48.8,1.0,0
INV0010500,C01206,2025-09-12,2025-10-12,4740.04,Enterprise,30,0.5912,27.98,0,31.5,1.0,1
INV0012013,C00592,2025-09-12,2025-10-27,645.09,SMB,45,0.0665,0.0,0,56.8,1.0,0
INV0012538,C02098,2025-09-12,2025-10-12,3556.74,SMB,30,0.4257,15.55,0,54.4,1.0,1
INV0012707,C00737,2025-09-12,2025-10-27,518.51,SMB,45,0.1501,7.07,0,17.7,1.0,1
INV0013066,C00733,2025-09-12,2025-11-11,2197.23,SMB,60,0.2188,10.3,0,13.0,1.0,0
INV0013265,C02130,2025-09-12,2025-10-27,25170.35,Mid-market,45,0.285,12.01,0,24.3,1.0,0
INV0013434,C00499,2025-09-12,2025-10-27,353.33,Mid-market,45,0.0,0.0,0,10.0,1.0,0
INV0014619,C02467,2025-09-12,2025-11-11,567.05,SMB,60,0.077,5.27,0,17.2,1.0,0
INV0014744,C02103,2025-09-12,2025-10-12,2140.86,Mid-market,30,0.4043,10.66,0,47.8,1.0,1
INV0016068,C00601,2025-09-12,2025-10-12,3072.08,Enterprise,30,0.5488,19.92,0,31.2,1.0,0
INV0017524,C00656,2025-09-12,2025-10-12,1909.87,SMB,30,0.1806,22.65,0,13.8,1.0,0
INV0001004,C00350,2025-09-13,2025-10-28,4628.31,Mid-market,45,0.5441,28.49,1,34.8,1.0,1
INV0001496,C01661,2025-09-13,2025-10-13,1842.15,SMB,30,0.136,7.7,0,37.3,1.0,0
INV0002631,C00269,2025-09-13,2025-10-28,1217.12,Mid-market,45,0.1934,7.41,0,16.7,1.0,0
INV0003655,C02288,2025-09-13,2025-11-12,13971.23,SMB,60,0.3387,14.12,0,36.7,1.0,1
INV0006041,C02498,2025-09-13,2025-10-13,901.96,SMB,30,0.1303,12.41,0,27.3,1.0,0
INV0006125,C01796,2025-09-13,2025-09-28,1794.7,SMB,15,0.157,3.79,0,15.9,1.0,0
INV0008859,C02169,2025-09-13,2025-11-12,2940.68,SMB,60,0.2,7.96,0,15.7,1.0,0
INV0009845,C02003,2025-09-13,2025-10-28,4557.43,Mid-market,45,0.4492,19.76,0,24.2,1.0,0
INV0010359,C02071,2025-09-13,2025-10-13,1465.7,SMB,30,0.4885,28.69,0,35.0,1.0,1
INV0010391,C02322,2025-09-13,2025-09-28,1183.4,SMB,15,0.0702,0.0,0,9.8,1.0,0
